Brand,Country,Whiskies,Votes,Rating,WB Ranking,Continente
Dublin in the Rare Ould Times,Ireland,1,1,76.75,E,Europa
Ducan's,Ireland,1,0,49.85,G,Europa
Dún Léire,Ireland,2,2,86.86,C,Europa
Dundalgan,Ireland,2,2,74.5,F,Europa
Dundalk Dew,Ireland,1,1,82.75,D,Europa
Dunlow,Ireland,1,1,73,F,Europa
Dunphy's,Ireland,2,2,75.75,E,Europa
Dunville's,Ireland,8,5,79,E,Europa
Dyflin,Ireland,1,1,78,E,Europa
Egan's,Ireland,2,1,82.67,D,Europa
Emerald Isle,Ireland,3,3,90.82,B,Europa
Erin Go Bragh,Ireland,2,1,85,C,Europa
Erin's,Ireland,2,2,84.5,D,Europa
Erin's Isle,Ireland,2,1,75,E,Europa
Farrell,Ireland,1,1,77,E,Europa
FECKiN,Ireland,5,4,70.96,F,Europa
Finest Irish,Ireland,1,1,89.91,C,Europa
Finian's,Ireland,1,0,49.85,G,Europa
Finnegan,Ireland,2,2,77,E,Europa
Flaming Pig,Ireland,1,1,64,G,Europa
Flannigans,Ireland,1,1,77,E,Europa
Gall huiswhisky,Ireland,1,1,69.75,G,Europa
Garavan's,Ireland,1,0,49.85,G,Europa
Gelston's,Ireland,3,2,88.75,C,Europa
Geo. Roe & Co's,Ireland,4,1,84,D,Europa
Giant's Choice,Ireland,1,1,84.2,D,Europa
Glendalough,Ireland,20,17,79.43,E,Europa
Green & White,Ireland,2,1,84,D,Europa
Green Spot,Ireland,13,10,82.89,D,Europa
Greenore,Ireland,16,13,80.5,D,Europa
Hell-Cat Maggie,Ireland,1,1,69,G,Europa
Henry Downes,Ireland,1,1,83,D,Europa
Hewitts,Ireland,2,1,78,E,Europa
Hunch Poitin,Ireland,NA,0,49.85,G,Europa
Hyde,Ireland,13,9,79.95,E,Europa
Inish Turk Beg,Ireland,1,1,86.75,C,Europa
Inishowen,Ireland,3,2,77.13,E,Europa
Innismore,Ireland,1,1,77,E,Europa
Ireland,Ireland,29,29,88.56,C,Europa
Irish,Ireland,4,0,49.85,G,Europa
Irish American,Ireland,2,2,65.92,G,Europa
Irish Cofaidh,Ireland,NA,0,49.85,G,Europa
Irish Diamonds,Ireland,5,4,73.17,F,Europa
Irish Grain Whiskey,Ireland,1,1,76,E,Europa
Irish Malt,Ireland,7,7,88.83,C,Europa
Irish Manor,Ireland,1,1,75,E,Europa
Irish Reserve,Ireland,1,1,85.96,C,Europa
Irish Single Malt,Ireland,20,20,90.06,B,Europa
Irish Single Malt Whiskey,Ireland,49,41,88.19,C,Europa
Irish Splendour,Ireland,1,0,49.85,G,Europa
Irish Whiskey,Ireland,9,9,85.07,C,Europa
Isle of Innisfree,Ireland,1,0,49.85,G,Europa
J.J. Corry,Ireland,2,2,82.5,D,Europa
Jack Ryan,Ireland,4,4,84.7,D,Europa
James Joyce No. 15,Ireland,1,1,83,D,Europa
Jameson,Ireland,140,95,80.18,D,Europa
Jane Doe,Ireland,5,3,84.19,D,Europa
John Doe,Ireland,1,1,84,D,Europa
John Jameson,Ireland,11,4,82.43,D,Europa
John Jameson & Son,Ireland,32,11,85.01,C,Europa
John L. Sullivan,Ireland,3,2,79.5,E,Europa
John Locke,Ireland,2,0,49.85,G,Europa
John Power & Son,Ireland,20,11,84.07,D,Europa
Jones Road Distillery,Ireland,1,1,82.5,D,Europa
Kavanagh,Ireland,6,1,77,E,Europa
Kellan,Ireland,1,0,49.85,G,Europa
Kern,Ireland,1,0,49.85,G,Europa
Kilbeggan,Ireland,37,22,77.2,E,Europa
Kilvannon,Ireland,1,0,49.85,G,Europa
Kinahan's,Ireland,2,2,82.29,D,Europa
Knappogue Castle,Ireland,59,42,84.2,D,Europa
Knockeen Hills,Ireland,6,3,80.75,D,Europa
L. Mulligan Grocer,Ireland,1,1,81,D,Europa
Lambay Whiskey,Ireland,2,2,77.25,E,Europa
Limerick,Ireland,10,8,87.76,C,Europa
Locke's,Ireland,15,8,79.35,E,Europa
Lord of Ireland,Ireland,1,1,84.75,D,Europa
Mad March Hare,Ireland,1,0,49.85,G,Europa
Magilligan,Ireland,4,2,80.27,D,Europa
Malony's,Ireland,2,0,49.85,G,Europa
Marlfield,Ireland,1,0,49.85,G,Europa
McCormack's,Ireland,1,1,73,F,Europa
Merrys,Ireland,5,2,74.88,F,Europa
Method & Madness,Ireland,8,7,86.18,C,Europa
Michael Collins,Ireland,6,3,78.11,E,Europa
Micil,Ireland,1,0,49.85,G,Europa
Midleton,Ireland,101,64,87.88,C,Europa
Millars,Ireland,4,3,78.25,E,Europa
Morrigan,Ireland,1,0,49.85,G,Europa
Murphys,Ireland,1,1,76,E,Europa
North Irish,Ireland,1,1,88.67,C,Europa
North of Ireland,Ireland,2,2,89.88,C,Europa
O'Connor,Ireland,2,1,74,F,Europa
O'Hara,Ireland,1,1,74,F,Europa
O'Kanagan,Ireland,1,1,73,F,Europa
O'Reilly's,Ireland,1,1,77,E,Europa
Old Comber,Ireland,3,1,87.5,C,Europa
Old Dublin,Ireland,2,0,49.85,G,Europa
Old Dunluce,Ireland,1,1,85,C,Europa
Old Flag,Ireland,1,1,41.17,G,Europa
Old Irish Gold,Ireland,3,1,88,C,Europa
Ómra,Ireland,1,1,83.17,D,Europa
Paddy,Ireland,27,10,79.51,E,Europa
Peaky Blinder,Ireland,1,1,79.33,E,Europa
Pearse,Ireland,9,7,79.29,E,Europa
Persse's Distillery,Ireland,2,0,49.85,G,Europa
Powers,Ireland,28,17,81.6,D,Europa
Prizefight,Ireland,1,1,80,D,Europa
Quinn Group,Ireland,2,0,49.85,G,Europa
Redbreast,Ireland,68,59,86.96,C,Europa
Roe & Co,Ireland,1,1,80.47,D,Europa
Seamróg,Ireland,1,1,84.25,D,Europa
Sean's Bar,Ireland,1,1,83,D,Europa
Shanahan's,Ireland,2,2,76.5,E,Europa
Shaw,Ireland,1,1,76,E,Europa
Silkie,Ireland,1,1,61.67,G,Europa
Single Irish Malt,Ireland,2,1,78,E,Europa
Single Malt Irish Whiskey,Ireland,25,23,86.65,C,Europa
Siobhán,Ireland,1,1,90.21,B,Europa
Skibbereen Eagle,Ireland,NA,0,49.85,G,Europa
Slane,Ireland,3,3,76.83,E,Europa
Slane Castle,Ireland,2,2,72.75,F,Europa
Slieve Foy,Ireland,3,1,85,C,Europa
Somewhere in Ireland,Ireland,1,1,89.43,C,Europa
Spade&Bushel,Ireland,1,1,81,D,Europa
Spirit of Dublin,Ireland,3,2,69.25,G,Europa
St. Beccan's Dram,Ireland,1,1,89.5,C,Europa
St. Declan’s Well,Ireland,1,1,90.64,B,Europa
St. Patrick's,Ireland,5,4,80.78,D,Europa
St. Patrick's Prayer,Ireland,1,1,90.07,B,Europa
Strangford,Ireland,2,1,72,F,Europa
Straw Boys,Ireland,1,0,49.85,G,Europa
Teeling,Ireland,193,158,84.58,D,Europa
The Ballydoyle,Ireland,1,0,49.85,G,Europa
The Dublin Liberties,Ireland,2,2,79.85,E,Europa
The Dubliner,Ireland,3,2,76.6,E,Europa
The Friend at Hand,Ireland,1,0,49.85,G,Europa
The Irish Fiddler,Ireland,1,1,78,E,Europa
The Irishman,Ireland,47,36,82.98,D,Europa
The Knot,Ireland,1,1,70,F,Europa
The Liverpool Whiskey,Ireland,1,0,49.85,G,Europa
The Manchester Whiskey,Ireland,1,0,49.85,G,Europa
The Palace Bar,Ireland,4,4,88.19,C,Europa
The Pogues,Ireland,3,3,77.51,E,Europa
The Quiet Man,Ireland,11,11,80.38,D,Europa
The Sexton,Ireland,1,1,80.33,D,Europa
The Temple Bar,Ireland,9,7,81.66,D,Europa
The Whistler,Ireland,4,4,82.24,D,Europa
The Wild Geese,Ireland,18,11,78.7,E,Europa
Tipperary,Ireland,11,10,83.29,D,Europa
Titanic,Ireland,2,2,81.5,D,Europa
Tom Maher's,Ireland,1,1,78,E,Europa
Tom's,Ireland,1,1,77,E,Europa
Tullamore Dew,Ireland,101,66,77.89,E,Europa
Two Trees,Ireland,1,0,49.85,G,Europa
Tyrconnell,Ireland,62,42,82.27,D,Europa
Uisce Beatha,Ireland,1,1,75.29,E,Europa
Uisge Beatha Taigh,Ireland,1,1,85.75,C,Europa
Very Old Irish Whiskey,Ireland,1,0,49.85,G,Europa
West Cork,Ireland,22,18,78.89,E,Europa
Wild Shamrock,Ireland,1,1,85,C,Europa
William Jameson,Ireland,2,1,82,D,Europa
Writer's Tears,Ireland,14,12,82.81,D,Europa
Yellow Spot,Ireland,2,2,85.04,C,Europa
A. Pichi's,Italy,1,0,49.85,G,Europa
Averna,Italy,1,0,49.85,G,Europa
Barbieri,Italy,1,0,49.85,G,Europa
eRètico,Italy,1,1,61.33,G,Europa
Ghibinèt,Italy,2,2,75.67,E,Europa
Hurricane Whisky,Italy,NA,0,49.85,G,Europa
Puni,Italy,20,20,78.26,E,Europa
Red Jacket,Italy,NA,0,49.85,G,Europa
Baby - Brook,Luxembourg,2,2,83.5,D,Europa
Diedenacker,Luxembourg,7,6,68.33,G,Europa
Éim Néckels,Luxembourg,1,1,78,E,Europa
Hierber,Luxembourg,1,1,51,G,Europa
White - Brook,Luxembourg,4,4,80.08,D,Europa
Los 2 Compadres,Mexico,3,1,81,D,America
Old Torys,Mexico,1,0,49.85,G,America
't Koelschip,Netherlands,8,6,33.45,G,Europa
Alambik,Netherlands,3,2,76.32,E,Europa
Anima,Netherlands,2,1,65,G,Europa
Beek,Netherlands,2,1,79.13,E,Europa
Celtic Desire,Netherlands,1,0,49.85,G,Europa
De IJsvogel,Netherlands,5,2,75.88,E,Europa
DenHool,Netherlands,3,2,82.3,D,Europa
Donker,Netherlands,3,3,80.58,D,Europa
Dutch Guts,Netherlands,4,1,84,D,Europa
DutchSky,Netherlands,2,2,61.03,G,Europa
Eaglesburn,Netherlands,6,3,81,D,Europa
Eastmoor,Netherlands,4,4,78.22,E,Europa
Eylandt Legend,Netherlands,7,5,64.2,G,Europa
Frysk Hynder,Netherlands,114,67,73.87,F,Europa
Gemikste Schotse klap in je smoel uit Rotterdam,Netherlands,1,1,79,E,Europa
Gerlachus WiskiE,Netherlands,7,2,64.5,G,Europa
Hemel,Netherlands,2,2,46,G,Europa
Horstman,Netherlands,4,2,69.54,G,Europa
Keuris,Netherlands,1,1,77.43,E,Europa
Kleine Duim,Netherlands,1,0,49.85,G,Europa
Millstone,Netherlands,142,126,81.39,D,Europa
Saense Whisky,Netherlands,2,1,58,G,Europa
Sculte,Netherlands,8,4,85.21,C,Europa
Stokerij De Onrust,Netherlands,3,2,60.34,G,Europa
Texelse,Netherlands,6,5,77.28,E,Europa
Turv Exloo,Netherlands,1,1,63.87,G,Europa
Valley,Netherlands,1,0,49.85,G,Europa
van Kleef,Netherlands,1,1,86,C,Europa
Whisky oet Grunn,Netherlands,4,3,72.61,F,Europa
Willy's Hootch,Netherlands,1,0,49.85,G,Europa
Zeeuwse Vatted,Netherlands,1,0,49.85,G,Europa
Zeeuwse Whisky,Netherlands,1,0,49.85,G,Europa
Captain Don's,Netherlands Antilles,3,2,65.75,G,Europa
Cyril's Singlewood,New Zealand,4,1,82,D,Europa
Diggers & Ditch,New Zealand,3,1,83.92,D,Europa
Dunedin,New Zealand,3,1,76,E,Europa
Lammerlaw,New Zealand,22,11,83.14,D,Europa
Milford,New Zealand,37,28,81.97,D,Europa
Old Hokonui,New Zealand,2,1,10,G,Europa
South Island,New Zealand,9,6,81.32,D,Europa
Southern Grain Spirits,New Zealand,1,1,65.33,G,Europa
Spirit of Munro,New Zealand,1,0,49.85,G,Europa
The Coaster,New Zealand,2,1,71,F,Europa
The Frankenporter,New Zealand,1,0,49.85,G,Europa
The MacKenzie,New Zealand,2,0,49.85,G,Europa
The Oamaruvian,New Zealand,13,7,86.59,C,Europa
The Otago,New Zealand,2,0,49.85,G,Europa
The Spirit of Dunedin,New Zealand,1,0,49.85,G,Europa
Thomson,New Zealand,18,12,77.37,E,Europa
Waitui,New Zealand,3,2,62,G,Europa
Willowbank,New Zealand,18,12,85.55,C,Europa
Workshops Whisky,New Zealand,3,2,75,E,Europa
Aass & Egge,Norway,1,1,76.67,E,Europa
Audny,Norway,3,3,64.61,G,Europa
Eiktyrne,Norway,6,6,81.21,D,Europa
General Nelson,Norway,1,0,49.85,G,Europa
Gjoleid,Norway,5,5,78.13,E,Europa
Gold Wasser,Poland,1,0,49.85,G,Europa
J.A. Baczewski,Poland,1,1,69.29,G,Europa
Jakubiak,Poland,1,1,82,D,Europa
The Langlander,Poland,1,1,74,F,Europa
Z. Kozuba,Poland,1,1,19.67,G,Europa
Old Anchor,Portugal,1,0,49.85,G,Europa
Sporting,Portugal,NA,0,49.85,G,Europa
Praskoveyskoe,Russian Federation,5,3,58.17,G,Europa
St. George (RU),Russian Federation,1,1,82,D,Europa
"""GF""",Scotland,3,3,91.42,B,Europa
"""L""",Scotland,1,1,83.67,D,Europa
"""zari"" on top",Scotland,1,0,49.85,G,Europa
'S Peaty,Scotland,11,5,86.81,C,Europa
100 Pipers,Scotland,33,11,72.72,F,Europa
100% Islay Selection,Scotland,5,4,86.36,C,Europa
106 Sample Room,Scotland,1,0,49.85,G,Europa
12 (B) Squadron,Scotland,2,1,86,C,Europa
150th Tomintoul Highland Games,Scotland,1,0,49.85,G,Europa
1770,Scotland,1,0,49.85,G,Europa
1836,Scotland,6,4,85.78,C,Europa
2003 X 2013,Scotland,1,1,85.6,C,Europa
2005 X 2015,Scotland,1,1,86.62,C,Europa
3 Isles,Scotland,1,1,75,E,Europa
3D,Scotland,1,1,82.25,D,Europa
50 Years' Celebration,Scotland,1,0,49.85,G,Europa
500 Year Malt,Scotland,2,2,89,C,Europa
5th and Harrison,Scotland,1,1,87.67,C,Europa
80 20,Scotland,1,0,49.85,G,Europa
808,Scotland,2,1,74,F,Europa
A Confidential Distillery in Speyside,Scotland,1,1,87,C,Europa
A Distillery in Orkney,Scotland,4,2,87.61,C,Europa
A Distillery in Speyside,Scotland,1,1,89,C,Europa
A Dream Of Scotland,Scotland,21,17,86.75,C,Europa
A Local Islay,Scotland,1,1,81.67,D,Europa
A Northern Islay Distillery,Scotland,2,2,89.17,C,Europa
A Rare Find,Scotland,2,2,91.67,B,Europa
A Real Scotch Whisky,Scotland,1,0,49.85,G,Europa
A Secret Highland Still,Scotland,1,0,49.85,G,Europa
A Single Shot,Scotland,1,0,49.85,G,Europa
A Speyside Distillery,Scotland,11,10,86.73,C,Europa
A Speyside Malt,Scotland,1,1,88,C,Europa
A Speyside Single Malt,Scotland,3,3,90.41,B,Europa
A Splendid Speyside Surprise,Scotland,1,1,85,C,Europa
A Very Special Speyside,Scotland,1,1,86,C,Europa
AA. Browell & Co.,Scotland,1,0,49.85,G,Europa
Aberdeen Angus Merial,Scotland,1,0,49.85,G,Europa
Aberdeen Football Club,Scotland,3,0,49.85,G,Europa
Aberfeldy,Scotland,269,203,83.54,D,Europa
Abergeldie,Scotland,1,0,49.85,G,Europa
Aberlogie,Scotland,2,2,90,B,Europa
Aberlour,Scotland,777,611,85.12,C,Europa
Aberlour Glenlivet,Scotland,2,1,85.5,C,Europa
Abhainn Dearg,Scotland,19,17,66.13,G,Europa
Abrachan,Scotland,3,3,80.22,D,Europa
Addisons,Scotland,1,0,49.85,G,Europa
Adelscott,Scotland,1,1,81,D,Europa
Aden Arms Hotel,Scotland,1,0,49.85,G,Europa
Advent Scot,Scotland,1,1,76.5,E,Europa
Ae Fond Kiss,Scotland,1,0,49.85,G,Europa
Against the Grain,Scotland,7,6,83.11,D,Europa
Aikman's,Scotland,2,0,49.85,G,Europa
Ailein Mor,Scotland,2,2,82,D,Europa
Ailsa Bay,Scotland,2,2,80.75,D,Europa
Ainslie's,Scotland,32,12,82.35,D,Europa
Alainn,Scotland,1,1,92,B,Europa
Alastair's,Scotland,2,0,49.85,G,Europa
Albany,Scotland,1,0,49.85,G,Europa
Albany Castle,Scotland,1,0,49.85,G,Europa
Albertson,Scotland,2,0,49.85,G,Europa
Alderman's,Scotland,1,0,49.85,G,Europa
Aldunie Dufftown Malt,Scotland,1,1,85,C,Europa
Alex Ferguson & Co.,Scotland,1,0,49.85,G,Europa
Alexander Dunn,Scotland,1,0,49.85,G,Europa
Alexander Muir's,Scotland,1,0,49.85,G,Europa
ALF 69,Scotland,1,0,49.85,G,Europa
Alistair Cunningham's,Scotland,1,1,88,C,Europa
Allied Distillers,Scotland,1,0,49.85,G,Europa
Alloway Legend,Scotland,1,0,49.85,G,Europa
Allt-a-Bhainne,Scotland,263,198,82.39,D,Europa
Always Mellow,Scotland,1,1,68.5,G,Europa
Ambassador,Scotland,29,10,83.69,D,Europa
Amber Glen,Scotland,2,0,49.85,G,Europa
An Cnoc,Scotland,84,75,84,D,Europa
An Iconic Speyside,Scotland,7,5,85.03,C,Europa
An Iconic Speyside Distillery,Scotland,6,3,86.96,C,Europa
An Islay Distillery,Scotland,4,4,87.46,C,Europa
Anam an Islay,Scotland,1,1,86.6,C,Europa
Ancestor,Scotland,14,5,87.1,C,Europa
Anchor Bay,Scotland,1,0,49.85,G,Europa
Ancient Clan,Scotland,1,0,49.85,G,Europa
Ancient Memories,Scotland,1,0,49.85,G,Europa
Anderson's,Scotland,2,0,49.85,G,Europa
Andrew Usher & Co,Scotland,1,0,49.85,G,Europa
Andy MacDuff,Scotland,2,1,78,E,Europa
Angel's Dream,Scotland,2,2,81,D,Europa
Angels and Devils,Scotland,1,1,76,E,Europa
Angels' Nectar,Scotland,4,2,81.27,D,Europa
Angus Dundee,Scotland,5,2,89.25,C,Europa
Angus Mc.Neil,Scotland,1,0,49.85,G,Europa
Angus McKay,Scotland,9,3,80.08,D,Europa
Ann Deoch,Scotland,1,0,49.85,G,Europa
Anniversary Malt,Scotland,2,2,85.89,C,Europa
Anon.,Scotland,2,2,88.02,C,Europa
Anonymas,Scotland,1,1,91.25,B,Europa
Anonymous,Scotland,1,1,86,C,Europa
Anonymous Speyside Distillery,Scotland,1,0,49.85,G,Europa
Antique Liqueur,Scotland,1,0,49.85,G,Europa
Arbikie,Scotland,1,0,49.85,G,Europa
Arbroath FC,Scotland,2,0,49.85,G,Europa
Arcadia,Scotland,1,0,49.85,G,Europa
Arcanum,Scotland,2,2,84.75,D,Europa
Archer's,Scotland,8,3,83.58,D,Europa
Arctic Velvet,Scotland,1,1,78,E,Europa
ARD-MORE,Scotland,2,1,87.95,C,Europa
Ardbeg,Scotland,1557,1327,88.92,C,Europa
Ardenistle,Scotland,1,1,84.67,D,Europa
Ardlair,Scotland,4,2,84.59,D,Europa
Ardlussa,Scotland,1,0,49.85,G,Europa
Ardmore,Scotland,692,523,84.93,D,Europa
Ardnamurchan,Scotland,12,7,80.62,D,Europa
Ardnave,Scotland,4,3,70.67,F,Europa
Argyll,Scotland,9,3,84.33,D,Europa
Argyll Malt,Scotland,1,1,85,C,Europa
Armor,Scotland,2,2,88.34,C,Europa
Arran,Scotland,1441,1132,85.05,C,Europa
Arthur Bell & Sons,Scotland,1,1,78,E,Europa
As We Get It,Scotland,32,31,83.35,D,Europa
Ascot House,Scotland,3,0,49.85,G,Europa
ASDA,Scotland,5,4,74.31,F,Europa
Askaig,Scotland,5,1,88,C,Europa
Astor,Scotland,1,0,49.85,G,Europa
àsuka,Scotland,1,0,49.85,G,Europa
Asyla,Scotland,11,7,81.84,D,Europa
Atholl Distilleries,Scotland,1,0,49.85,G,Europa
Atholl Highlander,Scotland,2,0,49.85,G,Europa
Auchenhame,Scotland,2,0,49.85,G,Europa
Auchentoshan,Scotland,835,614,83.85,D,Europa
Auchindoun,Scotland,7,6,83.42,D,Europa
Auchnagie,Scotland,10,7,79.48,E,Europa
Auchroisk,Scotland,327,231,84.25,D,Europa
Auchtermuchty,Scotland,1,0,49.85,G,Europa
Augustus Barnett,Scotland,2,0,49.85,G,Europa
Auld Acquaintance,Scotland,3,0,49.85,G,Europa
Auld Acrimony,Scotland,1,1,79,E,Europa
Auld Armoury,Scotland,1,0,49.85,G,Europa
Auld Blended,Scotland,2,2,88.92,C,Europa
Auld Curlers,Scotland,2,0,49.85,G,Europa
Auld Edinburgh,Scotland,5,3,84.67,D,Europa
Auld Grey Toon,Scotland,1,0,49.85,G,Europa
Auld Licht,Scotland,1,0,49.85,G,Europa
Auld Niblick,Scotland,1,0,49.85,G,Europa
Auld Petrie,Scotland,1,0,49.85,G,Europa
Auld Reekie,Scotland,4,3,80.85,D,Europa
Auld Scottie,Scotland,4,0,49.85,G,Europa
Auld Shepp,Scotland,1,0,49.85,G,Europa
Aultmore,Scotland,516,368,84.87,D,Europa
Avonside,Scotland,16,5,87.56,C,Europa
Avro Shackleton,Scotland,1,0,49.85,G,Europa
Ayreshire,Scotland,2,1,83.13,D,Europa
Ayrshire,Scotland,36,34,86.51,C,Europa
B&B,Scotland,3,0,49.85,G,Europa
Baal Weiyade,Scotland,1,0,49.85,G,Europa
Babcock,Scotland,1,0,49.85,G,Europa
Back The Bairns,Scotland,2,0,49.85,G,Europa
Badger,Scotland,1,1,96,A,Europa
Baillie's,Scotland,1,0,49.85,G,Europa
Baird's,Scotland,3,1,79.86,E,Europa
Baker,Scotland,2,0,49.85,G,Europa
Balblair,Scotland,399,322,85.89,C,Europa
Balcarron,Scotland,2,2,87,C,Europa
Balfour's,Scotland,3,0,49.85,G,Europa
Balgownie,Scotland,2,1,81,D,Europa
Ballaglass,Scotland,1,0,49.85,G,Europa
Ballantine's,Scotland,189,96,80.2,D,Europa
Ballantyne Stewarts,Scotland,1,0,49.85,G,Europa
Ballechin,Scotland,109,93,85.08,C,Europa
Ballindalloch,Scotland,18,16,89.15,C,Europa
Ballindalloch Castle,Scotland,6,2,85.04,C,Europa
Ballochmyle,Scotland,2,0,49.85,G,Europa
Bally Delicious,Scotland,1,1,86.33,C,Europa
Balmenach,Scotland,364,249,84.92,D,Europa
Balmoral,Scotland,4,2,83.5,D,Europa
Balmoral Castle,Scotland,1,0,49.85,G,Europa
Balnagown,Scotland,1,1,75,E,Europa
Balnellan,Scotland,2,2,73.5,F,Europa
Balvenie,Scotland,1577,884,86.43,C,Europa
Banach,Scotland,1,0,49.85,G,Europa
Banff,Scotland,153,126,88.08,C,Europa
Bank Note,Scotland,9,4,81.13,D,Europa
Bannockburn,Scotland,1,0,49.85,G,Europa
Baraille Uisge-Bheatha,Scotland,1,0,49.85,G,Europa
Barclays,Scotland,7,0,49.85,G,Europa
Bårelegs,Scotland,1,1,83,D,Europa
Barkley's,Scotland,1,0,49.85,G,Europa
Barrel 5,Scotland,3,2,82.75,D,Europa
Barrogill,Scotland,1,1,76.67,E,Europa
Barstruie,Scotland,1,1,88.5,C,Europa
Bartels,Scotland,3,0,49.85,G,Europa
Basil Woodd & Sons,Scotland,1,0,49.85,G,Europa
Baxter's,Scotland,4,0,49.85,G,Europa
Bayside,Scotland,1,0,49.85,G,Europa
Bealach Ruadh,Scotland,2,2,87.5,C,Europa
Beasty Bunny,Scotland,1,1,89.1,C,Europa
Beathan,Scotland,2,2,81.5,D,Europa
Beau Nash,Scotland,1,0,49.85,G,Europa
Begbies,Scotland,6,1,80,D,Europa
Beinaigen,Scotland,2,2,82,D,Europa
Beinn Dubh,Scotland,9,4,82.91,D,Europa
Beinn Mhor,Scotland,1,0,49.85,G,Europa
Bell's,Scotland,178,62,77.51,E,Europa
Beltane,Scotland,3,1,91,B,Europa
Ben Aigen,Scotland,1,1,72,F,Europa
Ben Alder,Scotland,6,2,69.67,G,Europa
Ben Aros,Scotland,1,0,49.85,G,Europa
Ben Bracken,Scotland,21,21,77.59,E,Europa
Ben Cally,Scotland,1,1,86,C,Europa
Ben Cranefly,Scotland,6,1,75,E,Europa
Ben Gnat,Scotland,12,3,81.33,D,Europa
Ben Gullion,Scotland,2,0,49.85,G,Europa
Ben Ledi,Scotland,1,0,49.85,G,Europa
Ben Lorn,Scotland,1,0,49.85,G,Europa
Ben Macdhui,Scotland,1,0,49.85,G,Europa
Ben Mhor,Scotland,2,2,86.4,C,Europa
Ben Morven,Scotland,1,0,49.85,G,Europa
Ben Nevis,Scotland,895,744,86.31,C,Europa
Ben Roland,Scotland,2,1,68.5,G,Europa
Ben Royal,Scotland,1,1,91,B,Europa
Ben Wyvis,Scotland,18,10,89.2,C,Europa
Ben's Blend,Scotland,1,1,92,B,Europa
Ben's Castle,Scotland,1,1,87,C,Europa
Benachie,Scotland,2,0,49.85,G,Europa
Benderloch,Scotland,1,0,49.85,G,Europa
Bene Vobis,Scotland,3,0,49.85,G,Europa
Beneagles,Scotland,25,1,57,G,Europa
Benloyal,Scotland,4,0,49.85,G,Europa
Benmore,Scotland,17,4,78.5,E,Europa
BenRiach,Scotland,1071,908,86.18,C,Europa
Benrinnes,Scotland,701,488,85.03,C,Europa
Benromach,Scotland,305,252,85.19,C,Europa
Benveg,Scotland,1,0,49.85,G,Europa
Beren,Scotland,1,0,49.85,G,Europa
Bern's,Scotland,2,0,49.85,G,Europa
Berry's All Malt,Scotland,4,2,88.46,C,Europa
Berry's Best,Scotland,6,4,80.5,D,Europa
Bertram's,Scotland,2,0,49.85,G,Europa
Berwick Blend,Scotland,1,0,49.85,G,Europa
Best,Scotland,1,0,49.85,G,Europa
Best Mate,Scotland,1,0,49.85,G,Europa
Bicentenary,Scotland,1,0,49.85,G,Europa
"Big ""T""",Scotland,10,3,79.58,E,Europa
Big Ben,Scotland,3,0,49.85,G,Europa
Big Boy,Scotland,4,0,49.85,G,Europa
Big Peat,Scotland,77,62,85.26,C,Europa
Bij Thijs Finest,Scotland,1,1,86,C,Europa
Biltmore,Scotland,4,0,49.85,G,Europa
Bishop's,Scotland,1,0,49.85,G,Europa
Bisset's,Scotland,4,0,49.85,G,Europa
Bivrost,Scotland,2,1,86,C,Europa
Black & White,Scotland,62,26,81.36,D,Europa
Black Barrel,Scotland,1,0,49.85,G,Europa
Black Bottle,Scotland,27,17,78.1,E,Europa
Black Bull,Scotland,24,20,83.93,D,Europa
Black Burn,Scotland,2,2,75.63,E,Europa
Black Cock,Scotland,1,0,49.85,G,Europa
Black Colt,Scotland,1,0,49.85,G,Europa
Black Cuillin,Scotland,1,0,49.85,G,Europa
Black Douglas,Scotland,2,0,49.85,G,Europa
Black House,Scotland,1,0,49.85,G,Europa
Black Islay Devil,Scotland,4,4,87.94,C,Europa
Black Jack,Scotland,14,7,81.42,D,Europa
Black Label,Scotland,1,1,79,E,Europa
Black Line,Scotland,1,0,49.85,G,Europa
Black Loch Dhu,Scotland,1,1,81,D,Europa
Black Moor,Scotland,1,0,49.85,G,Europa
Black Post,Scotland,3,0,49.85,G,Europa
Black Prince,Scotland,8,1,79,E,Europa
Black Ribbon,Scotland,4,4,77.38,E,Europa
Black Rock,Scotland,1,1,84.33,D,Europa
Black Scott,Scotland,3,1,52,G,Europa
Black Shield,Scotland,1,0,49.85,G,Europa
Black Snake,Scotland,33,25,84.08,D,Europa
Black Swan,Scotland,3,1,78,E,Europa
Black Sword,Scotland,1,0,49.85,G,Europa
Black Tartan,Scotland,1,1,85.5,C,Europa
Blackface,Scotland,2,2,81.87,D,Europa
Blackheath,Scotland,1,0,49.85,G,Europa
Bladnoch,Scotland,710,455,84.72,D,Europa
Blainrow,Scotland,1,1,78,E,Europa
Blair Athol,Scotland,479,368,85.15,C,Europa
Blair Macritchie,Scotland,4,0,49.85,G,Europa
Blairfindy,Scotland,42,27,87.64,C,Europa
Blairfindy Moor,Scotland,1,1,87.2,C,Europa
Blairmhor,Scotland,9,4,77.26,E,Europa
Blend Malt,Scotland,2,2,84.18,D,Europa
Blend No. 888,Scotland,1,1,78.33,E,Europa
Blend Scotch Whisky,Scotland,2,1,85.67,C,Europa
Blended Grain,Scotland,2,0,49.85,G,Europa
Blended Malt,Scotland,23,20,84.67,D,Europa
